sequenceNo	sequenceStartUnix	sequenceEndUnix	sequenceStartDate	sequenceEndDate	sonarFilePath	sonarFileTimestampsPath	mergingFrames	cam1FilePath	cam1FileTimestampsPath	cam2FilePath	cam2FileTimestampsPath
500	1630469537.508	1630469726.008	2021-09-01T04:12:17.508	2021-09-01T04:15:26.008	sonar\sonar_0500.mp4	sonar\sonar_0500.txt	270	camera\cam1_0500.mp4	camera\cam1_0500.txt	camera\cam2_0500.mp4	camera\cam2_0500.txt
501	1630469951.788	1630470053.548	2021-09-01T04:19:11.788	2021-09-01T04:20:53.548	sonar\sonar_0501.mp4	sonar\sonar_0501.txt	0	camera\cam1_0501.mp4	camera\cam1_0501.txt	camera\cam2_0501.mp4	camera\cam2_0501.txt
502	1630470097.579	1630470214.109	2021-09-01T04:21:37.579	2021-09-01T04:23:34.109	sonar\sonar_0502.mp4	sonar\sonar_0502.txt	0	camera\cam1_0502.mp4	camera\cam1_0502.txt	camera\cam2_0502.mp4	camera\cam2_0502.txt
503	1630470322.309	1630470450.279	2021-09-01T04:25:22.309	2021-09-01T04:27:30.279	sonar\sonar_0503.mp4	sonar\sonar_0503.txt	0	camera\cam1_0503.mp4	camera\cam1_0503.txt	camera\cam2_0503.mp4	camera\cam2_0503.txt
504	1630470487.099	1630471025.74	2021-09-01T04:28:07.099	2021-09-01T04:37:05.740	sonar\sonar_0504.mp4	sonar\sonar_0504.txt	0	camera\cam1_0504.mp4	camera\cam1_0504.txt	camera\cam2_0504.mp4	camera\cam2_0504.txt
505	1630471054.49	1630471192.05	2021-09-01T04:37:34.490	2021-09-01T04:39:52.050	sonar\sonar_0505.mp4	sonar\sonar_0505.txt	0	camera\cam1_0505.mp4	camera\cam1_0505.txt	camera\cam2_0505.mp4	camera\cam2_0505.txt
506	1630471257.4	1630471418.54	2021-09-01T04:40:57.400	2021-09-01T04:43:38.540	sonar\sonar_0506.mp4	sonar\sonar_0506.txt	0	camera\cam1_0506.mp4	camera\cam1_0506.txt	camera\cam2_0506.mp4	camera\cam2_0506.txt
507	1630471452.4	1630471559.47	2021-09-01T04:44:12.400	2021-09-01T04:45:59.470	sonar\sonar_0507.mp4	sonar\sonar_0507.txt	2	camera\cam1_0507.mp4	camera\cam1_0507.txt	camera\cam2_0507.mp4	camera\cam2_0507.txt
508	1630471631.871	1630472080.961	2021-09-01T04:47:11.871	2021-09-01T04:54:40.961	sonar\sonar_0508.mp4	sonar\sonar_0508.txt	0	camera\cam1_0508.mp4	camera\cam1_0508.txt	camera\cam2_0508.mp4	camera\cam2_0508.txt
509	1630472114.731	1630472723.902	2021-09-01T04:55:14.731	2021-09-01T05:05:23.902	sonar\sonar_0509.mp4	sonar\sonar_0509.txt	0	camera\cam1_0509.mp4	camera\cam1_0509.txt	camera\cam2_0509.mp4	camera\cam2_0509.txt
510	1630472806.892	1630473725.224	2021-09-01T05:06:46.892	2021-09-01T05:22:05.224	sonar\sonar_0510.mp4	sonar\sonar_0510.txt	2471	camera\cam1_0510.mp4	camera\cam1_0510.txt	camera\cam2_0510.mp4	camera\cam2_0510.txt
511	1630473834.714	1630474127.114	2021-09-01T05:23:54.714	2021-09-01T05:28:47.114	sonar\sonar_0511.mp4	sonar\sonar_0511.txt	0	camera\cam1_0511.mp4	camera\cam1_0511.txt	camera\cam2_0511.mp4	camera\cam2_0511.txt
512	1630474164.584	1630474568.315	2021-09-01T05:29:24.584	2021-09-01T05:36:08.315	sonar\sonar_0512.mp4	sonar\sonar_0512.txt	0	camera\cam1_0512.mp4	camera\cam1_0512.txt	camera\cam2_0512.mp4	camera\cam2_0512.txt
513	1630474709.435	1630475133.646	2021-09-01T05:38:29.435	2021-09-01T05:45:33.646	sonar\sonar_0513.mp4	sonar\sonar_0513.txt	0	camera\cam1_0513.mp4	camera\cam1_0513.txt	camera\cam2_0513.mp4	camera\cam2_0513.txt
514	1630475316.816	1630475500.926	2021-09-01T05:48:36.816	2021-09-01T05:51:40.926	sonar\sonar_0514.mp4	sonar\sonar_0514.txt	0	camera\cam1_0514.mp4	camera\cam1_0514.txt	camera\cam2_0514.mp4	camera\cam2_0514.txt
515	1630475969.837	1630476055.467	2021-09-01T05:59:29.837	2021-09-01T06:00:55.467	sonar\sonar_0515.mp4	sonar\sonar_0515.txt	0	camera\cam1_0515.mp4	camera\cam1_0515.txt	camera\cam2_0515.mp4	camera\cam2_0515.txt
516	1630476135.357	1630476233.147	2021-09-01T06:02:15.357	2021-09-01T06:03:53.147	sonar\sonar_0516.mp4	sonar\sonar_0516.txt	0	camera\cam1_0516.mp4	camera\cam1_0516.txt	camera\cam2_0516.mp4	camera\cam2_0516.txt
517	1630476369.637	1630476455.297	2021-09-01T06:06:09.637	2021-09-01T06:07:35.297	sonar\sonar_0517.mp4	sonar\sonar_0517.txt	0	camera\cam1_0517.mp4	camera\cam1_0517.txt	camera\cam2_0517.mp4	camera\cam2_0517.txt
518	1630476522.438	1630476696.048	2021-09-01T06:08:42.438	2021-09-01T06:11:36.048	sonar\sonar_0518.mp4	sonar\sonar_0518.txt	0	camera\cam1_0518.mp4	camera\cam1_0518.txt	camera\cam2_0518.mp4	camera\cam2_0518.txt
519	1630476778.628	1630477061.178	2021-09-01T06:12:58.628	2021-09-01T06:17:41.178	sonar\sonar_0519.mp4	sonar\sonar_0519.txt	0	camera\cam1_0519.mp4	camera\cam1_0519.txt	camera\cam2_0519.mp4	camera\cam2_0519.txt
520	1630477084.328	1630478821.641	2021-09-01T06:18:04.328	2021-09-01T06:47:01.641	sonar\sonar_0520.mp4	sonar\sonar_0520.txt	0	camera\cam1_0520.mp4	camera\cam1_0520.txt	camera\cam2_0520.mp4	camera\cam2_0520.txt
521	1630478893.081	1630479100.351	2021-09-01T06:48:13.081	2021-09-01T06:51:40.351	sonar\sonar_0521.mp4	sonar\sonar_0521.txt	2	camera\cam1_0521.mp4	camera\cam1_0521.txt	camera\cam2_0521.mp4	camera\cam2_0521.txt
522	1630479430.782	1630479516.482	2021-09-01T06:57:10.782	2021-09-01T06:58:36.482	sonar\sonar_0522.mp4	sonar\sonar_0522.txt	0	camera\cam1_0522.mp4	camera\cam1_0522.txt	camera\cam2_0522.mp4	camera\cam2_0522.txt
523	1630479759.802	1630479858.832	2021-09-01T07:02:39.802	2021-09-01T07:04:18.832	sonar\sonar_0523.mp4	sonar\sonar_0523.txt	0	camera\cam1_0523.mp4	camera\cam1_0523.txt	camera\cam2_0523.mp4	camera\cam2_0523.txt
524	1630480196.593	1630480288.873	2021-09-01T07:09:56.593	2021-09-01T07:11:28.873	sonar\sonar_0524.mp4	sonar\sonar_0524.txt	0	camera\cam1_0524.mp4	camera\cam1_0524.txt	camera\cam2_0524.mp4	camera\cam2_0524.txt
525	1630480449.693	1630480558.883	2021-09-01T07:14:09.693	2021-09-01T07:15:58.883	sonar\sonar_0525.mp4	sonar\sonar_0525.txt	0	camera\cam1_0525.mp4	camera\cam1_0525.txt	camera\cam2_0525.mp4	camera\cam2_0525.txt
526	1630480683.533	1630480769.033	2021-09-01T07:18:03.533	2021-09-01T07:19:29.033	sonar\sonar_0526.mp4	sonar\sonar_0526.txt	0	camera\cam1_0526.mp4	camera\cam1_0526.txt	camera\cam2_0526.mp4	camera\cam2_0526.txt
527	1630480825.294	1630480984.344	2021-09-01T07:20:25.294	2021-09-01T07:23:04.344	sonar\sonar_0527.mp4	sonar\sonar_0527.txt	0	camera\cam1_0527.mp4	camera\cam1_0527.txt	camera\cam2_0527.mp4	camera\cam2_0527.txt
528	1630482216.686	1630482303.446	2021-09-01T07:43:36.686	2021-09-01T07:45:03.446	sonar\sonar_0528.mp4	sonar\sonar_0528.txt	0	camera\cam1_0528.mp4	camera\cam1_0528.txt	camera\cam2_0528.mp4	camera\cam2_0528.txt
529	1630482324.326	1630482508.346	2021-09-01T07:45:24.326	2021-09-01T07:48:28.346	sonar\sonar_0529.mp4	sonar\sonar_0529.txt	0	camera\cam1_0529.mp4	camera\cam1_0529.txt	camera\cam2_0529.mp4	camera\cam2_0529.txt
530	1630482551.666	1630482712.786	2021-09-01T07:49:11.666	2021-09-01T07:51:52.786	sonar\sonar_0530.mp4	sonar\sonar_0530.txt	302	camera\cam1_0530.mp4	camera\cam1_0530.txt	camera\cam2_0530.mp4	camera\cam2_0530.txt
531	1630482761.626	1630482912.896	2021-09-01T07:52:41.626	2021-09-01T07:55:12.896	sonar\sonar_0531.mp4	sonar\sonar_0531.txt	0	camera\cam1_0531.mp4	camera\cam1_0531.txt	camera\cam2_0531.mp4	camera\cam2_0531.txt
532	1630482978.767	1630483064.067	2021-09-01T07:56:18.767	2021-09-01T07:57:44.067	sonar\sonar_0532.mp4	sonar\sonar_0532.txt	0	camera\cam1_0532.mp4	camera\cam1_0532.txt	camera\cam2_0532.mp4	camera\cam2_0532.txt
533	1630483082.457	1630483173.027	2021-09-01T07:58:02.457	2021-09-01T07:59:33.027	sonar\sonar_0533.mp4	sonar\sonar_0533.txt	0	camera\cam1_0533.mp4	camera\cam1_0533.txt	camera\cam2_0533.mp4	camera\cam2_0533.txt
534	1630483263.967	1630483354.697	2021-09-01T08:01:03.967	2021-09-01T08:02:34.697	sonar\sonar_0534.mp4	sonar\sonar_0534.txt	0	camera\cam1_0534.mp4	camera\cam1_0534.txt	camera\cam2_0534.mp4	camera\cam2_0534.txt
535	1630483488.957	1630483581.647	2021-09-01T08:04:48.957	2021-09-01T08:06:21.647	sonar\sonar_0535.mp4	sonar\sonar_0535.txt	0	camera\cam1_0535.mp4	camera\cam1_0535.txt	camera\cam2_0535.mp4	camera\cam2_0535.txt
536	1630483718.658	1630483809.908	2021-09-01T08:08:38.658	2021-09-01T08:10:09.908	sonar\sonar_0536.mp4	sonar\sonar_0536.txt	0	camera\cam1_0536.mp4	camera\cam1_0536.txt	camera\cam2_0536.mp4	camera\cam2_0536.txt
537	1630484031.268	1630484213.058	2021-09-01T08:13:51.268	2021-09-01T08:16:53.058	sonar\sonar_0537.mp4	sonar\sonar_0537.txt	0	camera\cam1_0537.mp4	camera\cam1_0537.txt	camera\cam2_0537.mp4	camera\cam2_0537.txt
538	1630484332.628	1630484429.979	2021-09-01T08:18:52.628	2021-09-01T08:20:29.979	sonar\sonar_0538.mp4	sonar\sonar_0538.txt	0	camera\cam1_0538.mp4	camera\cam1_0538.txt	camera\cam2_0538.mp4	camera\cam2_0538.txt
539	1630484649.919	1630484738.289	2021-09-01T08:24:09.919	2021-09-01T08:25:38.289	sonar\sonar_0539.mp4	sonar\sonar_0539.txt	0	camera\cam1_0539.mp4	camera\cam1_0539.txt	camera\cam2_0539.mp4	camera\cam2_0539.txt
540	1630484754.539	1630484972.489	2021-09-01T08:25:54.539	2021-09-01T08:29:32.489	sonar\sonar_0540.mp4	sonar\sonar_0540.txt	0	camera\cam1_0540.mp4	camera\cam1_0540.txt	camera\cam2_0540.mp4	camera\cam2_0540.txt
541	1630485029.899	1630485264.31	2021-09-01T08:30:29.899	2021-09-01T08:34:24.310	sonar\sonar_0541.mp4	sonar\sonar_0541.txt	0	camera\cam1_0541.mp4	camera\cam1_0541.txt	camera\cam2_0541.mp4	camera\cam2_0541.txt
542	1630485291.12	1630485662.04	2021-09-01T08:34:51.120	2021-09-01T08:41:02.040	sonar\sonar_0542.mp4	sonar\sonar_0542.txt	0	camera\cam1_0542.mp4	camera\cam1_0542.txt	camera\cam2_0542.mp4	camera\cam2_0542.txt
543	1630485686.95	1630485758.61	2021-09-01T08:41:26.950	2021-09-01T08:42:38.610	sonar\sonar_0543.mp4	sonar\sonar_0543.txt	0	camera\cam1_0543.mp4	camera\cam1_0543.txt	camera\cam2_0543.mp4	camera\cam2_0543.txt
544	1630485768.71	1630485829.36	2021-09-01T08:42:48.710	2021-09-01T08:43:49.360	sonar\sonar_0544.mp4	sonar\sonar_0544.txt	0	camera\cam1_0544.mp4	camera\cam1_0544.txt	camera\cam2_0544.mp4	camera\cam2_0544.txt
545	1630485962.241	1630486055.341	2021-09-01T08:46:02.241	2021-09-01T08:47:35.341	sonar\sonar_0545.mp4	sonar\sonar_0545.txt	0	camera\cam1_0545.mp4	camera\cam1_0545.txt	camera\cam2_0545.mp4	camera\cam2_0545.txt
546	1630486418.911	1630486521.351	2021-09-01T08:53:38.911	2021-09-01T08:55:21.351	sonar\sonar_0546.mp4	sonar\sonar_0546.txt	0	camera\cam1_0546.mp4	camera\cam1_0546.txt	camera\cam2_0546.mp4	camera\cam2_0546.txt
547	1630488522.124	1630488818.605	2021-09-01T09:28:42.124	2021-09-01T09:33:38.605	sonar\sonar_0547.mp4	sonar\sonar_0547.txt	0	camera\cam1_0547.mp4	camera\cam1_0547.txt	camera\cam2_0547.mp4	camera\cam2_0547.txt
548	1630489471.006	1630489566.346	2021-09-01T09:44:31.006	2021-09-01T09:46:06.346	sonar\sonar_0548.mp4	sonar\sonar_0548.txt	0	camera\cam1_0548.mp4	camera\cam1_0548.txt	camera\cam2_0548.mp4	camera\cam2_0548.txt
549	1630489778.246	1630491194.448	2021-09-01T09:49:38.246	2021-09-01T10:13:14.448	sonar\sonar_0549.mp4	sonar\sonar_0549.txt	1330	camera\cam1_0549.mp4	camera\cam1_0549.txt	camera\cam2_0549.mp4	camera\cam2_0549.txt
550	1630491223.328	1630491308.648	2021-09-01T10:13:43.328	2021-09-01T10:15:08.648	sonar\sonar_0550.mp4	sonar\sonar_0550.txt	0	camera\cam1_0550.mp4	camera\cam1_0550.txt	camera\cam2_0550.mp4	camera\cam2_0550.txt
551	1630491394.828	1630491544.578	2021-09-01T10:16:34.828	2021-09-01T10:19:04.578	sonar\sonar_0551.mp4	sonar\sonar_0551.txt	0	camera\cam1_0551.mp4	camera\cam1_0551.txt	camera\cam2_0551.mp4	camera\cam2_0551.txt
552	1630491733.399	1630491875.739	2021-09-01T10:22:13.399	2021-09-01T10:24:35.739	sonar\sonar_0552.mp4	sonar\sonar_0552.txt	0	camera\cam1_0552.mp4	camera\cam1_0552.txt	camera\cam2_0552.mp4	camera\cam2_0552.txt
553	1630491877.089	1630492080.479	2021-09-01T10:24:37.089	2021-09-01T10:28:00.479	sonar\sonar_0553.mp4	sonar\sonar_0553.txt	185	camera\cam1_0553.mp4	camera\cam1_0553.txt	camera\cam2_0553.mp4	camera\cam2_0553.txt
554	1630492088.799	1630494175.832	2021-09-01T10:28:08.799	2021-09-01T11:02:55.832	sonar\sonar_0554.mp4	sonar\sonar_0554.txt	8148	camera\cam1_0554.mp4	camera\cam1_0554.txt	camera\cam2_0554.mp4	camera\cam2_0554.txt
555	1630494214.092	1630494332.612	2021-09-01T11:03:34.092	2021-09-01T11:05:32.612	sonar\sonar_0555.mp4	sonar\sonar_0555.txt	0	camera\cam1_0555.mp4	camera\cam1_0555.txt	camera\cam2_0555.mp4	camera\cam2_0555.txt
556	1630494382.203	1630494484.383	2021-09-01T11:06:22.203	2021-09-01T11:08:04.383	sonar\sonar_0556.mp4	sonar\sonar_0556.txt	0	camera\cam1_0556.mp4	camera\cam1_0556.txt	camera\cam2_0556.mp4	camera\cam2_0556.txt
557	1630495179.244	1630495267.144	2021-09-01T11:19:39.244	2021-09-01T11:21:07.144	sonar\sonar_0557.mp4	sonar\sonar_0557.txt	0	camera\cam1_0557.mp4	camera\cam1_0557.txt	camera\cam2_0557.mp4	camera\cam2_0557.txt
558	1630495500.664	1630495598.584	2021-09-01T11:25:00.664	2021-09-01T11:26:38.584	sonar\sonar_0558.mp4	sonar\sonar_0558.txt	0	camera\cam1_0558.mp4	camera\cam1_0558.txt	camera\cam2_0558.mp4	camera\cam2_0558.txt
559	1630495601.294	1630495693.734	2021-09-01T11:26:41.294	2021-09-01T11:28:13.734	sonar\sonar_0559.mp4	sonar\sonar_0559.txt	0	camera\cam1_0559.mp4	camera\cam1_0559.txt	camera\cam2_0559.mp4	camera\cam2_0559.txt
560	1630495842.965	1630495935.195	2021-09-01T11:30:42.965	2021-09-01T11:32:15.195	sonar\sonar_0560.mp4	sonar\sonar_0560.txt	0	camera\cam1_0560.mp4	camera\cam1_0560.txt	camera\cam2_0560.mp4	camera\cam2_0560.txt
561	1630496255.885	1630496434.375	2021-09-01T11:37:35.885	2021-09-01T11:40:34.375	sonar\sonar_0561.mp4	sonar\sonar_0561.txt	0	camera\cam1_0561.mp4	camera\cam1_0561.txt	camera\cam2_0561.mp4	camera\cam2_0561.txt
562	1630496438.565	1630496720.996	2021-09-01T11:40:38.565	2021-09-01T11:45:20.996	sonar\sonar_0562.mp4	sonar\sonar_0562.txt	0	camera\cam1_0562.mp4	camera\cam1_0562.txt	camera\cam2_0562.mp4	camera\cam2_0562.txt
563	1630496846.636	1630496937.416	2021-09-01T11:47:26.636	2021-09-01T11:48:57.416	sonar\sonar_0563.mp4	sonar\sonar_0563.txt	0	camera\cam1_0563.mp4	camera\cam1_0563.txt	camera\cam2_0563.mp4	camera\cam2_0563.txt
564	1630497000.586	1630497095.146	2021-09-01T11:50:00.586	2021-09-01T11:51:35.146	sonar\sonar_0564.mp4	sonar\sonar_0564.txt	0	camera\cam1_0564.mp4	camera\cam1_0564.txt	camera\cam2_0564.mp4	camera\cam2_0564.txt
565	1630497169.536	1630497259.136	2021-09-01T11:52:49.536	2021-09-01T11:54:19.136	sonar\sonar_0565.mp4	sonar\sonar_0565.txt	0	camera\cam1_0565.mp4	camera\cam1_0565.txt	camera\cam2_0565.mp4	camera\cam2_0565.txt
566	1630497331.017	1630497411.287	2021-09-01T11:55:31.017	2021-09-01T11:56:51.287	sonar\sonar_0566.mp4	sonar\sonar_0566.txt	0	camera\cam1_0566.mp4	camera\cam1_0566.txt	camera\cam2_0566.mp4	camera\cam2_0566.txt
567	1630497534.677	1630497632.117	2021-09-01T11:58:54.677	2021-09-01T12:00:32.117	sonar\sonar_0567.mp4	sonar\sonar_0567.txt	0	camera\cam1_0567.mp4	camera\cam1_0567.txt	camera\cam2_0567.mp4	camera\cam2_0567.txt
568	1630497854.317	1630498992.129	2021-09-01T12:04:14.317	2021-09-01T12:23:12.129	sonar\sonar_0568.mp4	sonar\sonar_0568.txt	0	camera\cam1_0568.mp4	camera\cam1_0568.txt	camera\cam2_0568.mp4	camera\cam2_0568.txt
569	1630499021.349	1630501105.062	2021-09-01T12:23:41.349	2021-09-01T12:58:25.062	sonar\sonar_0569.mp4	sonar\sonar_0569.txt	1619	camera\cam1_0569.mp4	camera\cam1_0569.txt	camera\cam2_0569.mp4	camera\cam2_0569.txt
570	1630501134.872	1630502781.314	2021-09-01T12:58:54.872	2021-09-01T13:26:21.314	sonar\sonar_0570.mp4	sonar\sonar_0570.txt	389	camera\cam1_0570.mp4	camera\cam1_0570.txt	camera\cam2_0570.mp4	camera\cam2_0570.txt
571	1630502830.254	1630503659.435	2021-09-01T13:27:10.254	2021-09-01T13:40:59.435	sonar\sonar_0571.mp4	sonar\sonar_0571.txt	1187	camera\cam1_0571.mp4	camera\cam1_0571.txt	camera\cam2_0571.mp4	camera\cam2_0571.txt
572	1630503662.656	1630503827.206	2021-09-01T13:41:02.656	2021-09-01T13:43:47.206	sonar\sonar_0572.mp4	sonar\sonar_0572.txt	0	camera\cam1_0572.mp4	camera\cam1_0572.txt	camera\cam2_0572.mp4	camera\cam2_0572.txt
573	1630503840.146	1630504655.717	2021-09-01T13:44:00.146	2021-09-01T13:57:35.717	sonar\sonar_0573.mp4	sonar\sonar_0573.txt	0	camera\cam1_0573.mp4	camera\cam1_0573.txt	camera\cam2_0573.mp4	camera\cam2_0573.txt
574	1630504682.837	1630507989.121	2021-09-01T13:58:02.837	2021-09-01T14:53:09.121	sonar\sonar_0574.mp4	sonar\sonar_0574.txt	1221;9876	camera\cam1_0574.mp4	camera\cam1_0574.txt	camera\cam2_0574.mp4	camera\cam2_0574.txt
575	1630508004.832	1630508132.482	2021-09-01T14:53:24.832	2021-09-01T14:55:32.482	sonar\sonar_0575.mp4	sonar\sonar_0575.txt	0	camera\cam1_0575.mp4	camera\cam1_0575.txt	camera\cam2_0575.mp4	camera\cam2_0575.txt
576	1630508160.882	1630508770.872	2021-09-01T14:56:00.882	2021-09-01T15:06:10.872	sonar\sonar_0576.mp4	sonar\sonar_0576.txt	2401	camera\cam1_0576.mp4	camera\cam1_0576.txt	camera\cam2_0576.mp4	camera\cam2_0576.txt
577	1630508795.843	1630508994.913	2021-09-01T15:06:35.843	2021-09-01T15:09:54.913	sonar\sonar_0577.mp4	sonar\sonar_0577.txt	0	camera\cam1_0577.mp4	camera\cam1_0577.txt	camera\cam2_0577.mp4	camera\cam2_0577.txt
578	1630509261.713	1630509509.404	2021-09-01T15:14:21.713	2021-09-01T15:18:29.404	sonar\sonar_0578.mp4	sonar\sonar_0578.txt	0	camera\cam1_0578.mp4	camera\cam1_0578.txt	camera\cam2_0578.mp4	camera\cam2_0578.txt
579	1630509691.154	1630510135.104	2021-09-01T15:21:31.154	2021-09-01T15:28:55.104	sonar\sonar_0579.mp4	sonar\sonar_0579.txt	0	camera\cam1_0579.mp4	camera\cam1_0579.txt	camera\cam2_0579.mp4	camera\cam2_0579.txt
580	1630510277.745	1630510377.775	2021-09-01T15:31:17.745	2021-09-01T15:32:57.775	sonar\sonar_0580.mp4	sonar\sonar_0580.txt	0	camera\cam1_0580.mp4	camera\cam1_0580.txt	camera\cam2_0580.mp4	camera\cam2_0580.txt
581	1630510460.245	1630510613.975	2021-09-01T15:34:20.245	2021-09-01T15:36:53.975	sonar\sonar_0581.mp4	sonar\sonar_0581.txt	272	camera\cam1_0581.mp4	camera\cam1_0581.txt	camera\cam2_0581.mp4	camera\cam2_0581.txt
582	1630510721.955	1630511026.816	2021-09-01T15:38:41.955	2021-09-01T15:43:46.816	sonar\sonar_0582.mp4	sonar\sonar_0582.txt	0	camera\cam1_0582.mp4	camera\cam1_0582.txt	camera\cam2_0582.mp4	camera\cam2_0582.txt
583	1630511031.626	1630511319.256	2021-09-01T15:43:51.626	2021-09-01T15:48:39.256	sonar\sonar_0583.mp4	sonar\sonar_0583.txt	0	camera\cam1_0583.mp4	camera\cam1_0583.txt	camera\cam2_0583.mp4	camera\cam2_0583.txt
584	1630511710.137	1630511797.177	2021-09-01T15:55:10.137	2021-09-01T15:56:37.177	sonar\sonar_0584.mp4	sonar\sonar_0584.txt	0	camera\cam1_0584.mp4	camera\cam1_0584.txt	camera\cam2_0584.mp4	camera\cam2_0584.txt
585	1630512304.658	1630512418.908	2021-09-01T16:05:04.658	2021-09-01T16:06:58.908	sonar\sonar_0585.mp4	sonar\sonar_0585.txt	0	camera\cam1_0585.mp4	camera\cam1_0585.txt	camera\cam2_0585.mp4	camera\cam2_0585.txt
586	1630512453.948	1630512555.388	2021-09-01T16:07:33.948	2021-09-01T16:09:15.388	sonar\sonar_0586.mp4	sonar\sonar_0586.txt	0	camera\cam1_0586.mp4	camera\cam1_0586.txt	camera\cam2_0586.mp4	camera\cam2_0586.txt
587	1630513055.469	1630513163.469	2021-09-01T16:17:35.469	2021-09-01T16:19:23.469	sonar\sonar_0587.mp4	sonar\sonar_0587.txt	0	camera\cam1_0587.mp4	camera\cam1_0587.txt	camera\cam2_0587.mp4	camera\cam2_0587.txt
588	1630513361.759	1630513485.509	2021-09-01T16:22:41.759	2021-09-01T16:24:45.509	sonar\sonar_0588.mp4	sonar\sonar_0588.txt	0	camera\cam1_0588.mp4	camera\cam1_0588.txt	camera\cam2_0588.mp4	camera\cam2_0588.txt
589	1630513523.899	1630513680.949	2021-09-01T16:25:23.899	2021-09-01T16:28:00.949	sonar\sonar_0589.mp4	sonar\sonar_0589.txt	0	camera\cam1_0589.mp4	camera\cam1_0589.txt	camera\cam2_0589.mp4	camera\cam2_0589.txt
590	1630513730.67	1630513904.97	2021-09-01T16:28:50.670	2021-09-01T16:31:44.970	sonar\sonar_0590.mp4	sonar\sonar_0590.txt	0	camera\cam1_0590.mp4	camera\cam1_0590.txt	camera\cam2_0590.mp4	camera\cam2_0590.txt
591	1630513978.17	1630514434.08	2021-09-01T16:32:58.170	2021-09-01T16:40:34.080	sonar\sonar_0591.mp4	sonar\sonar_0591.txt	1249	camera\cam1_0591.mp4	camera\cam1_0591.txt	camera\cam2_0591.mp4	camera\cam2_0591.txt
592	1630514477.901	1630514565.241	2021-09-01T16:41:17.901	2021-09-01T16:42:45.241	sonar\sonar_0592.mp4	sonar\sonar_0592.txt	0	camera\cam1_0592.mp4	camera\cam1_0592.txt	camera\cam2_0592.mp4	camera\cam2_0592.txt
593	1630514608.931	1630515139.141	2021-09-01T16:43:28.931	2021-09-01T16:52:19.141	sonar\sonar_0593.mp4	sonar\sonar_0593.txt	0	camera\cam1_0593.mp4	camera\cam1_0593.txt	camera\cam2_0593.mp4	camera\cam2_0593.txt
594	1630515187.982	1630515783.412	2021-09-01T16:53:07.982	2021-09-01T17:03:03.412	sonar\sonar_0594.mp4	sonar\sonar_0594.txt	0	camera\cam1_0594.mp4	camera\cam1_0594.txt	camera\cam2_0594.mp4	camera\cam2_0594.txt
595	1630515820.062	1630516151.413	2021-09-01T17:03:40.062	2021-09-01T17:09:11.413	sonar\sonar_0595.mp4	sonar\sonar_0595.txt	0	camera\cam1_0595.mp4	camera\cam1_0595.txt	camera\cam2_0595.mp4	camera\cam2_0595.txt
596	1630516154.183	1630516558.663	2021-09-01T17:09:14.183	2021-09-01T17:15:58.663	sonar\sonar_0596.mp4	sonar\sonar_0596.txt	0	camera\cam1_0596.mp4	camera\cam1_0596.txt	camera\cam2_0596.mp4	camera\cam2_0596.txt
597	1630516615.304	1630516815.714	2021-09-01T17:16:55.304	2021-09-01T17:20:15.714	sonar\sonar_0597.mp4	sonar\sonar_0597.txt	0	camera\cam1_0597.mp4	camera\cam1_0597.txt	camera\cam2_0597.mp4	camera\cam2_0597.txt
598	1630516894.724	1630517496.595	2021-09-01T17:21:34.724	2021-09-01T17:31:36.595	sonar\sonar_0598.mp4	sonar\sonar_0598.txt	0	camera\cam1_0598.mp4	camera\cam1_0598.txt	camera\cam2_0598.mp4	camera\cam2_0598.txt
599	1630517524.725	1630517706.295	2021-09-01T17:32:04.725	2021-09-01T17:35:06.295	sonar\sonar_0599.mp4	sonar\sonar_0599.txt	0	camera\cam1_0599.mp4	camera\cam1_0599.txt	camera\cam2_0599.mp4	camera\cam2_0599.txt
600	1630517768.335	1630518057.845	2021-09-01T17:36:08.335	2021-09-01T17:40:57.845	sonar\sonar_0600.mp4	sonar\sonar_0600.txt	916	camera\cam1_0600.mp4	camera\cam1_0600.txt	camera\cam2_0600.mp4	camera\cam2_0600.txt
601	1630518113.986	1630518269.736	2021-09-01T17:41:53.986	2021-09-01T17:44:29.736	sonar\sonar_0601.mp4	sonar\sonar_0601.txt	0	camera\cam1_0601.mp4	camera\cam1_0601.txt	camera\cam2_0601.mp4	camera\cam2_0601.txt
602	1630518269.986	1630518787.407	2021-09-01T17:44:29.986	2021-09-01T17:53:07.407	sonar\sonar_0602.mp4	sonar\sonar_0602.txt	0	camera\cam1_0602.mp4	camera\cam1_0602.txt	camera\cam2_0602.mp4	camera\cam2_0602.txt
603	1630518884.967	1630519145.987	2021-09-01T17:54:44.967	2021-09-01T17:59:05.987	sonar\sonar_0603.mp4	sonar\sonar_0603.txt	0	camera\cam1_0603.mp4	camera\cam1_0603.txt	camera\cam2_0603.mp4	camera\cam2_0603.txt
604	1630519152.837	1630519301.077	2021-09-01T17:59:12.837	2021-09-01T18:01:41.077	sonar\sonar_0604.mp4	sonar\sonar_0604.txt	0	camera\cam1_0604.mp4	camera\cam1_0604.txt	camera\cam2_0604.mp4	camera\cam2_0604.txt
